"chart_date","rank","track_id","title","artist","peak_rank"
"2010-10-02",3,1878,"Miss Me","Drake",2
"2010-10-02",4,3364,"Your Love","Nicki Minaj",1
"2010-10-02",5,1108,"Got Your Back","T.I.",4
"2010-10-02",6,195,"B.M.F. (Blowin' Money Fast)","Rick Ross",4
"2010-10-02",7,2362,"Right Above It","Lil Wayne",1
"2010-10-02",8,2048,"Not Afraid","Eminem",8
"2010-10-02",9,119,"Airplanes","B.o.B",2
"2010-10-02",10,399,"Break My Bank","New Boyz",10
"2010-10-02",11,2736,"Teach Me How To Dougie","Cali Swag District",6
"2010-10-02",12,1581,"Just A Dream","Nelly",6
"2010-10-02",13,1717,"Like A G6","Far*East Movement",3
"2010-10-02",15,2257,"Pretty Boy Swag","Soulja Boy Tell'em",5
"2010-10-02",16,2015,"No Hands","Waka Flocka Flame",1
"2010-10-02",19,313,"Billionaire","Travie McCoy",9
"2010-09-25",1,1785,"Love The Way You Lie","Eminem",1
"2010-09-25",2,1878,"Miss Me","Drake",2
"2010-09-25",3,829,"Fancy","Drake",1
"2010-09-25",4,3364,"Your Love","Nicki Minaj",1
"2010-09-25",5,1108,"Got Your Back","T.I.",4
"2010-09-25",6,195,"B.M.F. (Blowin' Money Fast)","Rick Ross",4
"2010-09-25",7,2257,"Pretty Boy Swag","Soulja Boy Tell'em",5
"2010-09-25",8,2736,"Teach Me How To Dougie","Cali Swag District",6
"2010-09-25",9,2048,"Not Afraid","Eminem",8
"2010-09-25",10,119,"Airplanes","B.o.B",2
"2010-09-25",11,399,"Break My Bank","New Boyz",10
"2010-09-25",12,2362,"Right Above It","Lil Wayne",1
"2010-09-25",13,1762,"Lose My Mind","Young Jeezy",3
"2010-09-25",15,313,"Billionaire","Travie McCoy",9
"2010-09-25",16,1581,"Just A Dream","Nelly",6
"2010-09-25",19,1717,"Like A G6","Far*East Movement",3
"2010-09-18",1,1785,"Love The Way You Lie","Eminem",1
"2010-09-18",2,1878,"Miss Me","Drake",2
"2010-09-18",3,3364,"Your Love","Nicki Minaj",1
"2010-09-18",4,829,"Fancy","Drake",1
"2010-09-18",5,195,"B.M.F. (Blowin' Money Fast)","Rick Ross",4
"2010-09-18",6,1108,"Got Your Back","T.I.",4
"2010-09-18",7,2736,"Teach Me How To Dougie","Cali Swag District",6
"2010-09-18",8,2257,"Pretty Boy Swag","Soulja Boy Tell'em",5
"2010-09-18",9,119,"Airplanes","B.o.B",2
"2010-09-18",10,2048,"Not Afraid","Eminem",8
"2010-09-18",11,399,"Break My Bank","New Boyz",10
"2010-09-18",12,1762,"Lose My Mind","Young Jeezy",3
"2010-09-18",13,313,"Billionaire","Travie McCoy",9
"2010-09-18",15,2362,"Right Above It","Lil Wayne",1
"2010-09-18",19,1581,"Just A Dream","Nelly",6
"2010-09-18",20,2057,"Nothin' On You","B.o.B",1
"2010-09-11",1,1785,"Love The Way You Lie","Eminem",1
"2010-09-11",2,1878,"Miss Me","Drake",2
"2010-09-11",3,3364,"Your Love","Nicki Minaj",1
"2010-09-11",4,195,"B.M.F. (Blowin' Money Fast)","Rick Ross",4
"2010-09-11",5,1108,"Got Your Back","T.I.",4
"2010-09-11",6,829,"Fancy","Drake",1
"2010-09-11",7,2736,"Teach Me How To Dougie","Cali Swag District",6
"2010-09-11",8,119,"Airplanes","B.o.B",2
"2010-09-11",9,2257,"Pretty Boy Swag","Soulja Boy Tell'em",5
"2010-09-11",10,2048,"Not Afraid","Eminem",8
"2010-09-11",11,313,"Billionaire","Travie McCoy",9
"2010-09-11",12,399,"Break My Bank","New Boyz",10
"2010-09-11",13,1762,"Lose My Mind","Young Jeezy",3
"2010-09-11",16,2057,"Nothin' On You","B.o.B",1
"2010-09-11",18,2461,"Sex Room","Ludacris",6
"2010-09-11",20,2362,"Right Above It","Lil Wayne",1
"2010-09-04",1,1785,"Love The Way You Lie","Eminem",1
"2010-09-04",2,3364,"Your Love","Nicki Minaj",1
"2010-09-04",3,1878,"Miss Me","Drake",2
"2010-09-04",4,195,"B.M.F. (Blowin' Money Fast)","Rick Ross",4
"2010-09-04",5,119,"Airplanes","B.o.B",2
"2010-09-04",6,2736,"Teach Me How To Dougie","Cali Swag District",6
"2010-09-04",7,1108,"Got Your Back","T.I.",4
"2010-09-04",8,2257,"Pretty Boy Swag","Soulja Boy Tell'em",5
"2010-09-04",9,829,"Fancy","Drake",1
"2010-09-04",10,2048,"Not Afraid","Eminem",8
"2010-09-04",11,313,"Billionaire","Travie McCoy",9
"2010-09-04",12,1762,"Lose My Mind","Young Jeezy",3
"2010-09-04",13,399,"Break My Bank","New Boyz",10
"2010-09-04",15,2138,"Over","Drake",1
"2010-09-04",16,2461,"Sex Room","Ludacris",6
"2010-09-04",17,2057,"Nothin' On You","B.o.B",1
"2010-09-04",20,1186,"Hello Good Morning","Diddy - Dirty Money",8
"2010-08-28",1,3364,"Your Love","Nicki Minaj",1
"2010-08-28",2,1785,"Love The Way You Lie","Eminem",1
"2010-08-28",3,1878,"Miss Me","Drake",2
"2010-08-28",4,195,"B.M.F. (Blowin' Money Fast)","Rick Ross",4
"2010-08-28",5,119,"Airplanes","B.o.B",2
"2010-08-28",6,2736,"Teach Me How To Dougie","Cali Swag District",6
"2010-08-28",7,2257,"Pretty Boy Swag","Soulja Boy Tell'em",5
"2010-08-28",8,1108,"Got Your Back","T.I.",4
"2010-08-28",9,1762,"Lose My Mind","Young Jeezy",3
"2010-08-28",10,829,"Fancy","Drake",1
"2010-08-28",11,313,"Billionaire","Travie McCoy",9
"2010-08-28",12,2048,"Not Afraid","Eminem",8
"2010-08-28",13,2138,"Over","Drake",1
"2010-08-28",14,399,"Break My Bank","New Boyz",10
"2010-08-28",16,2461,"Sex Room","Ludacris",6
"2010-08-28",17,2057,"Nothin' On You","B.o.B",1
"2010-08-28",18,1186,"Hello Good Morning","Diddy - Dirty Money",8
"2010-08-21",1,3364,"Your Love","Nicki Minaj",1
"2010-08-21",2,1785,"Love The Way You Lie","Eminem",1
"2010-08-21",3,1878,"Miss Me","Drake",2
"2010-08-21",4,119,"Airplanes","B.o.B",2
"2010-08-21",5,2257,"Pretty Boy Swag","Soulja Boy Tell'em",5
"2010-08-21",6,195,"B.M.F. (Blowin' Money Fast)","Rick Ross",4
"2010-08-21",7,2736,"Teach Me How To Dougie","Cali Swag District",6
"2010-08-21",8,1762,"Lose My Mind","Young Jeezy",3
"2010-08-21",9,1108,"Got Your Back","T.I.",4
"2010-08-21",10,313,"Billionaire","Travie McCoy",9
"2010-08-21",11,2138,"Over","Drake",1
"2010-08-21",12,2461,"Sex Room","Ludacris",6
"2010-08-21",13,2048,"Not Afraid","Eminem",8
"2010-08-21",15,829,"Fancy","Drake",1
"2010-08-21",16,399,"Break My Bank","New Boyz",10
"2010-08-21",17,2057,"Nothin' On You","B.o.B",1
"2010-08-21",18,1186,"Hello Good Morning","Diddy - Dirty Money",8
"2010-08-21",19,129,"All I Do Is Win","DJ Khaled",6
"2010-08-14",1,3364,"Your Love","Nicki Minaj",1
"2010-08-14",2,1785,"Love The Way You Lie","Eminem",1
"2010-08-14",3,1878,"Miss Me","Drake",2
"2010-08-14",4,119,"Airplanes","B.o.B",2
"2010-08-14",5,2257,"Pretty Boy Swag","Soulja Boy Tell'em",5
"2010-08-14",6,1762,"Lose My Mind","Young Jeezy",3
"2010-08-14",7,2736,"Teach Me How To Dougie","Cali Swag District",6
"2010-08-14",8,195,"B.M.F. (Blowin' Money Fast)","Rick Ross",4
"2010-08-14",9,2138,"Over","Drake",1
"2010-08-14",10,313,"Billionaire","Travie McCoy",9
"2010-08-14",11,1108,"Got Your Back","T.I.",4
"2010-08-14",12,2461,"Sex Room","Ludacris",6
"2010-08-14",13,2048,"Not Afraid","Eminem",8
"2010-08-14",15,1186,"Hello Good Morning","Diddy - Dirty Money",8
"2010-08-14",16,2057,"Nothin' On You","B.o.B",1
"2010-08-14",17,129,"All I Do Is Win","DJ Khaled",6
"2010-08-14",18,399,"Break My Bank","New Boyz",10
"2010-08-14",20,829,"Fancy","Drake",1
"2010-08-07",1,3364,"Your Love","Nicki Minaj",1
"2010-08-07",2,1785,"Love The Way You Lie","Eminem",1
"2010-08-07",3,119,"Airplanes","B.o.B",2
"2010-08-07",4,1762,"Lose My Mind","Young Jeezy",3
"2010-08-07",5,2257,"Pretty Boy Swag","Soulja Boy Tell'em",5
"2010-08-07",6,1878,"Miss Me","Drake",2
"2010-08-07",7,2736,"Teach Me How To Dougie","Cali Swag District",6
"2010-08-07",8,2138,"Over","Drake",1
"2010-08-07",9,313,"Billionaire","Travie McCoy",9
"2010-08-07",10,1186,"Hello Good Morning","Diddy - Dirty Money",8
"2010-08-07",11,2461,"Sex Room","Ludacris",6
"2010-08-07",12,195,"B.M.F. (Blowin' Money Fast)","Rick Ross",4
"2010-08-07",13,1108,"Got Your Back","T.I.",4
"2010-08-07",14,2057,"Nothin' On You","B.o.B",1
"2010-08-07",15,2048,"Not Afraid","Eminem",8
"2010-08-07",17,129,"All I Do Is Win","DJ Khaled",6
"2010-08-07",18,1944,"My Chick Bad","Ludacris",2
"2010-08-07",20,399,"Break My Bank","New Boyz",10
"2010-07-31",1,3364,"Your Love","Nicki Minaj",1
"2010-07-31",2,119,"Airplanes","B.o.B",2
"2010-07-31",3,1762,"Lose My Mind","Young Jeezy",3
"2010-07-31",4,1785,"Love The Way You Lie","Eminem",1
"2010-07-31",5,2138,"Over","Drake",1
"2010-07-31",6,2736,"Teach Me How To Dougie","Cali Swag District",6
"2010-07-31",7,2057,"Nothin' On You","B.o.B",1
"2010-07-31",8,1186,"Hello Good Morning","Diddy - Dirty Money",8
"2010-07-31",9,2461,"Sex Room","Ludacris",6
"2010-07-31",10,313,"Billionaire","Travie McCoy",9
"2010-07-31",11,2257,"Pretty Boy Swag","Soulja Boy Tell'em",5
"2010-07-31",12,1878,"Miss Me","Drake",2
"2010-07-31",13,129,"All I Do Is Win","DJ Khaled",6
"2010-07-31",14,1108,"Got Your Back","T.I.",4
"2010-07-31",16,2048,"Not Afraid","Eminem",8
"2010-07-31",17,195,"B.M.F. (Blowin' Money Fast)","Rick Ross",4
"2010-07-31",18,1944,"My Chick Bad","Ludacris",2
"2010-07-24",1,3364,"Your Love","Nicki Minaj",1
"2010-07-24",2,119,"Airplanes","B.o.B",2
"2010-07-24",3,2138,"Over","Drake",1
"2010-07-24",4,1762,"Lose My Mind","Young Jeezy",3
"2010-07-24",5,2057,"Nothin' On You","B.o.B",1
"2010-07-24",6,2736,"Teach Me How To Dougie","Cali Swag District",6
"2010-07-24",7,2461,"Sex Room","Ludacris",6
"2010-07-24",8,129,"All I Do Is Win","DJ Khaled",6
"2010-07-24",9,1186,"Hello Good Morning","Diddy - Dirty Money",8
"2010-07-24",10,313,"Billionaire","Travie McCoy",9
"2010-07-24",11,1785,"Love The Way You Lie","Eminem",1
"2010-07-24",12,2257,"Pretty Boy Swag","Soulja Boy Tell'em",5
"2010-07-24",13,1108,"Got Your Back","T.I.",4
"2010-07-24",14,2048,"Not Afraid","Eminem",8
"2010-07-24",15,1944,"My Chick Bad","Ludacris",2
"2010-07-24",16,1878,"Miss Me","Drake",2
"2010-07-24",19,195,"B.M.F. (Blowin' Money Fast)","Rick Ross",4
"2010-07-17",1,3364,"Your Love","Nicki Minaj",1
"2010-07-17",2,119,"Airplanes","B.o.B",2
"2010-07-17",3,2138,"Over","Drake",1
"2010-07-17",4,1762,"Lose My Mind","Young Jeezy",3
"2010-07-17",5,2057,"Nothin' On You","B.o.B",1
"2010-07-17",6,129,"All I Do Is Win","DJ Khaled",6
"2010-07-17",7,2461,"Sex Room","Ludacris",6
"2010-07-17",8,1186,"Hello Good Morning","Diddy - Dirty Money",8
"2010-07-17",9,2736,"Teach Me How To Dougie","Cali Swag District",6
"2010-07-17",10,313,"Billionaire","Travie McCoy",9
"2010-07-17",11,1944,"My Chick Bad","Ludacris",2
"2010-07-17",12,1108,"Got Your Back","T.I.",4
"2010-07-17",13,2048,"Not Afraid","Eminem",8
"2010-07-17",14,1785,"Love The Way You Lie","Eminem",1
"2010-07-17",15,1878,"Miss Me","Drake",2
"2010-07-17",16,2257,"Pretty Boy Swag","Soulja Boy Tell'em",5
"2010-07-17",19,1414,"I'm Back","T.I.",7
"2010-07-10",1,3364,"Your Love","Nicki Minaj",1
"2010-07-10",2,119,"Airplanes","B.o.B",2
"2010-07-10",3,2138,"Over","Drake",1
"2010-07-10",4,2057,"Nothin' On You","B.o.B",1
"2010-07-10",5,1762,"Lose My Mind","Young Jeezy",3
"2010-07-10",6,2461,"Sex Room","Ludacris",6
"2010-07-10",7,129,"All I Do Is Win","DJ Khaled",6
"2010-07-10",8,1944,"My Chick Bad","Ludacris",2
"2010-07-10",9,1186,"Hello Good Morning","Diddy - Dirty Money",8
"2010-07-10",10,2736,"Teach Me How To Dougie","Cali Swag District",6
"2010-07-10",11,313,"Billionaire","Travie McCoy",9
"2010-07-10",12,1108,"Got Your Back","T.I.",4
"2010-07-10",13,2048,"Not Afraid","Eminem",8
"2010-07-10",16,1414,"I'm Back","T.I.",7
"2010-07-10",17,2257,"Pretty Boy Swag","Soulja Boy Tell'em",5
"2010-07-10",18,1878,"Miss Me","Drake",2
"2010-07-10",19,1785,"Love The Way You Lie","Eminem",1
"2010-07-03",1,2138,"Over","Drake",1
"2010-07-03",2,2057,"Nothin' On You","B.o.B",1
"2010-07-03",3,119,"Airplanes","B.o.B",2
"2010-07-03",4,3364,"Your Love","Nicki Minaj",1
"2010-07-03",5,1762,"Lose My Mind","Young Jeezy",3
"2010-07-03",6,129,"All I Do Is Win","DJ Khaled",6
"2010-07-03",7,1944,"My Chick Bad","Ludacris",2
"2010-07-03",8,2461,"Sex Room","Ludacris",6
"2010-07-03",9,1186,"Hello Good Morning","Diddy - Dirty Money",8
"2010-07-03",10,2736,"Teach Me How To Dougie","Cali Swag District",6
"2010-07-03",11,2441,"Say Something","Timbaland",1
"2010-07-03",12,313,"Billionaire","Travie McCoy",9
"2010-07-03",13,1108,"Got Your Back","T.I.",4
"2010-07-03",14,1414,"I'm Back","T.I.",7
"2010-07-03",15,2048,"Not Afraid","Eminem",8
"2010-07-03",17,1878,"Miss Me","Drake",2
"2010-07-03",19,2257,"Pretty Boy Swag","Soulja Boy Tell'em",5
"2010-07-03",20,277,"BedRock","Young Money",1
"2010-06-26",1,2138,"Over","Drake",1
"2010-06-26",2,2057,"Nothin' On You","B.o.B",1
"2010-06-26",3,119,"Airplanes","B.o.B",2
"2010-06-26",4,1944,"My Chick Bad","Ludacris",2
"2010-06-26",5,1762,"Lose My Mind","Young Jeezy",3
"2010-06-26",6,129,"All I Do Is Win","DJ Khaled",6
"2010-06-26",7,3364,"Your Love","Nicki Minaj",1
"2010-06-26",8,2461,"Sex Room","Ludacris",6
"2010-06-26",9,1186,"Hello Good Morning","Diddy - Dirty Money",8
"2010-06-26",10,2441,"Say Something","Timbaland",1
"2010-06-26",11,1414,"I'm Back","T.I.",7
"2010-06-26",12,2736,"Teach Me How To Dougie","Cali Swag District",6
"2010-06-26",14,313,"Billionaire","Travie McCoy",9
"2010-06-26",15,2048,"Not Afraid","Eminem",8
"2010-06-26",16,1108,"Got Your Back","T.I.",4
"2010-06-26",17,277,"BedRock","Young Money",1
"2010-06-26",19,268,"Beamer, Benz, Or Bentley","Lloyd Banks",5
"2010-06-19",1,2138,"Over","Drake",1
"2010-06-19",2,2057,"Nothin' On You","B.o.B",1
"2010-06-19",3,1944,"My Chick Bad","Ludacris",2
"2010-06-19",4,1762,"Lose My Mind","Young Jeezy",3
"2010-06-19",5,119,"Airplanes","B.o.B",2
"2010-06-19",6,129,"All I Do Is Win","DJ Khaled",6
"2010-06-19",7,3364,"Your Love","Nicki Minaj",1
"2010-06-19",8,2441,"Say Something","Timbaland",1
"2010-06-19",9,1414,"I'm Back","T.I.",7
"2010-06-19",10,1186,"Hello Good Morning","Diddy - Dirty Money",8
"2010-06-19",11,2461,"Sex Room","Ludacris",6
"2010-06-19",12,268,"Beamer, Benz, Or Bentley","Lloyd Banks",5
"2010-06-19",13,2736,"Teach Me How To Dougie","Cali Swag District",6
"2010-06-19",15,2627,"Steady Mobbin'","Young Money",6
"2010-06-19",16,277,"BedRock","Young Money",1
"2010-06-19",17,2048,"Not Afraid","Eminem",8
"2010-06-19",18,2385,"Roger That","Young Money",6
"2010-06-19",19,313,"Billionaire","Travie McCoy",9
"2010-06-12",1,2138,"Over","Drake",1
"2010-06-12",2,2057,"Nothin' On You","B.o.B",1
"2010-06-12",3,1944,"My Chick Bad","Ludacris",2
"2010-06-12",4,1762,"Lose My Mind","Young Jeezy",3
"2010-06-12",5,119,"Airplanes","B.o.B",2
"2010-06-12",6,129,"All I Do Is Win","DJ Khaled",6
"2010-06-12",7,2441,"Say Something","Timbaland",1
"2010-06-12",8,268,"Beamer, Benz, Or Bentley","Lloyd Banks",5
"2010-06-12",9,1414,"I'm Back","T.I.",7
"2010-06-12",10,1186,"Hello Good Morning","Diddy - Dirty Money",8
"2010-06-12",11,3364,"Your Love","Nicki Minaj",1
"2010-06-12",12,2461,"Sex Room","Ludacris",6
"2010-06-12",13,2627,"Steady Mobbin'","Young Money",6
"2010-06-12",14,2385,"Roger That","Young Money",6
"2010-06-12",15,277,"BedRock","Young Money",1
"2010-06-12",17,2048,"Not Afraid","Eminem",8
"2010-06-12",18,2736,"Teach Me How To Dougie","Cali Swag District",6
"2010-06-05",1,2057,"Nothin' On You","B.o.B",1
"2010-06-05",2,2138,"Over","Drake",1
"2010-06-05",3,1944,"My Chick Bad","Ludacris",2
"2010-06-05",4,1762,"Lose My Mind","Young Jeezy",3
"2010-06-05",5,119,"Airplanes","B.o.B",2
"2010-06-05",6,129,"All I Do Is Win","DJ Khaled",6
"2010-06-05",7,2441,"Say Something","Timbaland",1
"2010-06-05",8,1414,"I'm Back","T.I.",7
"2010-06-05",9,268,"Beamer, Benz, Or Bentley","Lloyd Banks",5
"2010-06-05",10,2385,"Roger That","Young Money",6
"2010-06-05",11,1186,"Hello Good Morning","Diddy - Dirty Money",8
"2010-06-05",12,277,"BedRock","Young Money",1
"2010-06-05",13,2627,"Steady Mobbin'","Young Money",6
"2010-06-05",14,3364,"Your Love","Nicki Minaj",1
