"chart_date","rank","track_id","title","artist","peak_rank"
"1997-02-22",17,180,"ATLiens/Wheelz Of Steel","OutKast",3
"1997-02-22",18,108,"Ain't Nobody (From Beavis And Butt-Head Do America)","LL Cool J",4
"1997-02-22",19,1030,"Ghetto Love","Da Brat",4
"1997-02-22",20,1400,"I'll Be","Foxy Brown",2
"1997-02-15",1,482,"Can't Nobody Hold Me Down","Puff Daddy (",1
"1997-02-15",2,550,"Cold Rock A Party","MC Lyte",1
"1997-02-15",3,2034,"No Time","Lil' Kim",1
"1997-02-15",4,3187,"Whateva Man","Redman",3
"1997-02-15",5,3155,"What They Do","The Roots",5
"1997-02-15",6,1675,"Let Me Clear My Throat","DJ Kool",4
"1997-02-15",7,1796,"Luchini aka (This Is It)","Camp Lo",5
"1997-02-15",8,617,"Da' Dip","Freak Nasty",4
"1997-02-15",9,2900,"Things'll Never Change/Rapper's Ball","E-40",4
"1997-02-15",10,1014,"Get Up","Lost Boyz",6
"1997-02-15",11,2053,"Nothin' But The Cavi Hit (From Rhyme & Reason)","Mack 10 & Tha Dogg Pound",3
"1997-02-15",13,2656,"Street Dreams","Nas",1
"1997-02-15",14,108,"Ain't Nobody (From Beavis And Butt-Head Do America)","LL Cool J",4
"1997-02-15",15,1400,"I'll Be","Foxy Brown",2
"1997-02-15",17,391,"Bow Down","Westside Connection",1
"1997-02-15",18,180,"ATLiens/Wheelz Of Steel","OutKast",3
"1997-02-15",19,1264,"How Do U Want It/California Love","2Pac",1
"1997-02-15",20,2872,"The Theme (It's Party Time)","Tracey Lee",6
"1997-02-08",1,482,"Can't Nobody Hold Me Down","Puff Daddy (",1
"1997-02-08",2,550,"Cold Rock A Party","MC Lyte",1
"1997-02-08",3,2034,"No Time","Lil' Kim",1
"1997-02-08",4,1675,"Let Me Clear My Throat","DJ Kool",4
"1997-02-08",5,1796,"Luchini aka (This Is It)","Camp Lo",5
"1997-02-08",6,3155,"What They Do","The Roots",5
"1997-02-08",7,617,"Da' Dip","Freak Nasty",4
"1997-02-08",8,2053,"Nothin' But The Cavi Hit (From Rhyme & Reason)","Mack 10 & Tha Dogg Pound",3
"1997-02-08",9,2900,"Things'll Never Change/Rapper's Ball","E-40",4
"1997-02-08",10,1014,"Get Up","Lost Boyz",6
"1997-02-08",12,108,"Ain't Nobody (From Beavis And Butt-Head Do America)","LL Cool J",4
"1997-02-08",14,391,"Bow Down","Westside Connection",1
"1997-02-08",15,2656,"Street Dreams","Nas",1
"1997-02-08",16,180,"ATLiens/Wheelz Of Steel","OutKast",3
"1997-02-08",18,1264,"How Do U Want It/California Love","2Pac",1
"1997-02-08",20,2224,"Po Pimp","Do Or Die (",1
"1997-02-01",1,482,"Can't Nobody Hold Me Down","Puff Daddy (",1
"1997-02-01",2,550,"Cold Rock A Party","MC Lyte",1
"1997-02-01",3,2034,"No Time","Lil' Kim",1
"1997-02-01",4,2053,"Nothin' But The Cavi Hit (From Rhyme & Reason)","Mack 10 & Tha Dogg Pound",3
"1997-02-01",5,1796,"Luchini aka (This Is It)","Camp Lo",5
"1997-02-01",6,617,"Da' Dip","Freak Nasty",4
"1997-02-01",7,3155,"What They Do","The Roots",5
"1997-02-01",8,1014,"Get Up","Lost Boyz",6
"1997-02-01",9,108,"Ain't Nobody (From Beavis And Butt-Head Do America)","LL Cool J",4
"1997-02-01",10,2900,"Things'll Never Change/Rapper's Ball","E-40",4
"1997-02-01",11,1675,"Let Me Clear My Throat","DJ Kool",4
"1997-02-01",12,2656,"Street Dreams","Nas",1
"1997-02-01",13,180,"ATLiens/Wheelz Of Steel","OutKast",3
"1997-02-01",14,391,"Bow Down","Westside Connection",1
"1997-02-01",18,2224,"Po Pimp","Do Or Die (",1
"1997-02-01",19,1264,"How Do U Want It/California Love","2Pac",1
"1997-02-01",20,3187,"Whateva Man","Redman",3
"1997-01-25",1,550,"Cold Rock A Party","MC Lyte",1
"1997-01-25",2,2034,"No Time","Lil' Kim",1
"1997-01-25",3,482,"Can't Nobody Hold Me Down","Puff Daddy (",1
"1997-01-25",4,2053,"Nothin' But The Cavi Hit (From Rhyme & Reason)","Mack 10 & Tha Dogg Pound",3
"1997-01-25",5,1796,"Luchini aka (This Is It)","Camp Lo",5
"1997-01-25",6,108,"Ain't Nobody (From Beavis And Butt-Head Do America)","LL Cool J",4
"1997-01-25",7,1014,"Get Up","Lost Boyz",6
"1997-01-25",8,3155,"What They Do","The Roots",5
"1997-01-25",9,2656,"Street Dreams","Nas",1
"1997-01-25",10,617,"Da' Dip","Freak Nasty",4
"1997-01-25",11,391,"Bow Down","Westside Connection",1
"1997-01-25",12,180,"ATLiens/Wheelz Of Steel","OutKast",3
"1997-01-25",13,2224,"Po Pimp","Do Or Die (",1
"1997-01-25",16,1264,"How Do U Want It/California Love","2Pac",1
"1997-01-25",17,1697,"Let's Ride","Richie Rich",8
"1997-01-25",19,3338,"You Could Be My Boo","The Almighty RSO",10
"1997-01-18",1,550,"Cold Rock A Party","MC Lyte",1
"1997-01-18",2,2034,"No Time","Lil' Kim",1
"1997-01-18",3,2053,"Nothin' But The Cavi Hit (From Rhyme & Reason)","Mack 10 & Tha Dogg Pound",3
"1997-01-18",4,108,"Ain't Nobody (From Beavis And Butt-Head Do America)","LL Cool J",4
"1997-01-18",5,2656,"Street Dreams","Nas",1
"1997-01-18",6,1014,"Get Up","Lost Boyz",6
"1997-01-18",7,180,"ATLiens/Wheelz Of Steel","OutKast",3
"1997-01-18",8,391,"Bow Down","Westside Connection",1
"1997-01-18",9,3155,"What They Do","The Roots",5
"1997-01-18",10,617,"Da' Dip","Freak Nasty",4
"1997-01-18",11,1796,"Luchini aka (This Is It)","Camp Lo",5
"1997-01-18",12,2224,"Po Pimp","Do Or Die (",1
"1997-01-18",14,1264,"How Do U Want It/California Love","2Pac",1
"1997-01-18",15,1697,"Let's Ride","Richie Rich",8
"1997-01-18",17,1934,"Music Makes Me High","Lost Boyz",5
"1997-01-18",18,2535,"Sittin' On Top Of The World","Da Brat",2
"1997-01-11",1,2034,"No Time","Lil' Kim",1
"1997-01-11",2,550,"Cold Rock A Party","MC Lyte",1
"1997-01-11",3,2053,"Nothin' But The Cavi Hit (From Rhyme & Reason)","Mack 10 & Tha Dogg Pound",3
"1997-01-11",4,2656,"Street Dreams","Nas",1
"1997-01-11",5,180,"ATLiens/Wheelz Of Steel","OutKast",3
"1997-01-11",6,108,"Ain't Nobody (From Beavis And Butt-Head Do America)","LL Cool J",4
"1997-01-11",7,391,"Bow Down","Westside Connection",1
"1997-01-11",8,1796,"Luchini aka (This Is It)","Camp Lo",5
"1997-01-11",9,1014,"Get Up","Lost Boyz",6
"1997-01-11",10,2224,"Po Pimp","Do Or Die (",1
"1997-01-11",12,617,"Da' Dip","Freak Nasty",4
"1997-01-11",13,1264,"How Do U Want It/California Love","2Pac",1
"1997-01-11",14,2535,"Sittin' On Top Of The World","Da Brat",2
"1997-01-11",15,1697,"Let's Ride","Richie Rich",8
"1997-01-11",16,3155,"What They Do","The Roots",5
"1997-01-11",17,1934,"Music Makes Me High","Lost Boyz",5
"1997-01-11",19,3338,"You Could Be My Boo","The Almighty RSO",10
"1997-01-04",1,2034,"No Time","Lil' Kim",1
"1997-01-04",2,550,"Cold Rock A Party","MC Lyte",1
"1997-01-04",3,2053,"Nothin' But The Cavi Hit (From Rhyme & Reason)","Mack 10 & Tha Dogg Pound",3
"1997-01-04",4,2656,"Street Dreams","Nas",1
"1997-01-04",5,180,"ATLiens/Wheelz Of Steel","OutKast",3
"1997-01-04",6,391,"Bow Down","Westside Connection",1
"1997-01-04",7,1796,"Luchini aka (This Is It)","Camp Lo",5
"1997-01-04",8,108,"Ain't Nobody (From Beavis And Butt-Head Do America)","LL Cool J",4
"1997-01-04",9,1014,"Get Up","Lost Boyz",6
"1997-01-04",10,2224,"Po Pimp","Do Or Die (",1
"1997-01-04",12,617,"Da' Dip","Freak Nasty",4
"1997-01-04",13,1264,"How Do U Want It/California Love","2Pac",1
"1997-01-04",14,2535,"Sittin' On Top Of The World","Da Brat",2
"1997-01-04",15,1697,"Let's Ride","Richie Rich",8
"1997-01-04",16,1934,"Music Makes Me High","Lost Boyz",5
"1997-01-04",17,3155,"What They Do","The Roots",5
"1997-01-04",19,3338,"You Could Be My Boo","The Almighty RSO",10
"1996-12-28",1,2034,"No Time","Lil' Kim",1
"1996-12-28",2,550,"Cold Rock A Party","MC Lyte",1
"1996-12-28",3,2053,"Nothin' But The Cavi Hit (From Rhyme & Reason)","Mack 10 & Tha Dogg Pound",3
"1996-12-28",4,2656,"Street Dreams","Nas",1
"1996-12-28",5,180,"ATLiens/Wheelz Of Steel","OutKast",3
"1996-12-28",6,391,"Bow Down","Westside Connection",1
"1996-12-28",7,2224,"Po Pimp","Do Or Die (",1
"1996-12-28",8,1796,"Luchini aka (This Is It)","Camp Lo",5
"1996-12-28",9,2535,"Sittin' On Top Of The World","Da Brat",2
"1996-12-28",10,1264,"How Do U Want It/California Love","2Pac",1
"1996-12-28",12,1697,"Let's Ride","Richie Rich",8
"1996-12-28",14,1934,"Music Makes Me High","Lost Boyz",5
"1996-12-28",16,617,"Da' Dip","Freak Nasty",4
"1996-12-28",17,3338,"You Could Be My Boo","The Almighty RSO",10
"1996-12-28",18,3155,"What They Do","The Roots",5
"1996-12-21",1,2034,"No Time","Lil' Kim",1
"1996-12-21",2,550,"Cold Rock A Party","MC Lyte",1
"1996-12-21",3,2053,"Nothin' But The Cavi Hit (From Rhyme & Reason)","Mack 10 & Tha Dogg Pound",3
"1996-12-21",4,2656,"Street Dreams","Nas",1
"1996-12-21",5,180,"ATLiens/Wheelz Of Steel","OutKast",3
"1996-12-21",6,391,"Bow Down","Westside Connection",1
"1996-12-21",7,2224,"Po Pimp","Do Or Die (",1
"1996-12-21",8,2535,"Sittin' On Top Of The World","Da Brat",2
"1996-12-21",9,1697,"Let's Ride","Richie Rich",8
"1996-12-21",10,1264,"How Do U Want It/California Love","2Pac",1
"1996-12-21",11,1934,"Music Makes Me High","Lost Boyz",5
"1996-12-21",12,617,"Da' Dip","Freak Nasty",4
"1996-12-21",13,3338,"You Could Be My Boo","The Almighty RSO",10
"1996-12-21",14,1796,"Luchini aka (This Is It)","Camp Lo",5
"1996-12-21",15,480,"Can't Knock The Hustle","Jay Z",7
"1996-12-21",18,1774,"Loungin","LL Cool J",1
"1996-12-21",20,3155,"What They Do","The Roots",5
"1996-12-14",1,2034,"No Time","Lil' Kim",1
"1996-12-14",2,550,"Cold Rock A Party","MC Lyte",1
"1996-12-14",3,2656,"Street Dreams","Nas",1
"1996-12-14",4,180,"ATLiens/Wheelz Of Steel","OutKast",3
"1996-12-14",5,391,"Bow Down","Westside Connection",1
"1996-12-14",6,2224,"Po Pimp","Do Or Die (",1
"1996-12-14",7,2053,"Nothin' But The Cavi Hit (From Rhyme & Reason)","Mack 10 & Tha Dogg Pound",3
"1996-12-14",8,2535,"Sittin' On Top Of The World","Da Brat",2
"1996-12-14",9,1697,"Let's Ride","Richie Rich",8
"1996-12-14",10,1934,"Music Makes Me High","Lost Boyz",5
"1996-12-14",11,3338,"You Could Be My Boo","The Almighty RSO",10
"1996-12-14",12,1264,"How Do U Want It/California Love","2Pac",1
"1996-12-14",13,480,"Can't Knock The Hustle","Jay Z",7
"1996-12-14",14,674,"Dirty South","Goodie Mob",8
"1996-12-14",15,617,"Da' Dip","Freak Nasty",4
"1996-12-14",16,1774,"Loungin","LL Cool J",1
"1996-12-14",17,1796,"Luchini aka (This Is It)","Camp Lo",5
"1996-12-14",19,3175,"What's Love Got To Do With It (From Supercop)","Warren G",5
"1996-12-07",1,2034,"No Time","Lil' Kim",1
"1996-12-07",2,2656,"Street Dreams","Nas",1
"1996-12-07",3,180,"ATLiens/Wheelz Of Steel","OutKast",3
"1996-12-07",4,550,"Cold Rock A Party","MC Lyte",1
"1996-12-07",5,391,"Bow Down","Westside Connection",1
"1996-12-07",6,2224,"Po Pimp","Do Or Die (",1
"1996-12-07",7,2535,"Sittin' On Top Of The World","Da Brat",2
"1996-12-07",8,1697,"Let's Ride","Richie Rich",8
"1996-12-07",9,1934,"Music Makes Me High","Lost Boyz",5
"1996-12-07",10,3338,"You Could Be My Boo","The Almighty RSO",10
"1996-12-07",11,480,"Can't Knock The Hustle","Jay Z",7
"1996-12-07",12,1264,"How Do U Want It/California Love","2Pac",1
"1996-12-07",13,1774,"Loungin","LL Cool J",1
"1996-12-07",14,617,"Da' Dip","Freak Nasty",4
"1996-12-07",15,1796,"Luchini aka (This Is It)","Camp Lo",5
"1996-12-07",17,3155,"What They Do","The Roots",5
"1996-12-07",20,3175,"What's Love Got To Do With It (From Supercop)","Warren G",5
"1996-11-30",1,2034,"No Time","Lil' Kim",1
"1996-11-30",2,2656,"Street Dreams","Nas",1
"1996-11-30",3,391,"Bow Down","Westside Connection",1
"1996-11-30",4,2535,"Sittin' On Top Of The World","Da Brat",2
"1996-11-30",5,2224,"Po Pimp","Do Or Die (",1
"1996-11-30",6,1934,"Music Makes Me High","Lost Boyz",5
"1996-11-30",7,550,"Cold Rock A Party","MC Lyte",1
"1996-11-30",8,1264,"How Do U Want It/California Love","2Pac",1
"1996-11-30",9,180,"ATLiens/Wheelz Of Steel","OutKast",3
"1996-11-30",10,480,"Can't Knock The Hustle","Jay Z",7
"1996-11-30",11,1697,"Let's Ride","Richie Rich",8
"1996-11-30",12,3338,"You Could Be My Boo","The Almighty RSO",10
"1996-11-30",13,1774,"Loungin","LL Cool J",1
"1996-11-30",14,1004,"Get Ready, Here It Comes (It's The Choo-Choo)","Southsyde B.O.I.Z.",10
"1996-11-30",16,3175,"What's Love Got To Do With It (From Supercop)","Warren G",5
"1996-11-30",17,781,"Elevators (Me & You)","OutKast",1
"1996-11-30",20,132,"All I See","A+",6
"1996-11-23",1,2034,"No Time","Lil' Kim",1
"1996-11-23",2,2656,"Street Dreams","Nas",1
"1996-11-23",3,391,"Bow Down","Westside Connection",1
"1996-11-23",4,2535,"Sittin' On Top Of The World","Da Brat",2
"1996-11-23",5,2224,"Po Pimp","Do Or Die (",1
"1996-11-23",6,1934,"Music Makes Me High","Lost Boyz",5
"1996-11-23",7,1264,"How Do U Want It/California Love","2Pac",1
"1996-11-23",8,480,"Can't Knock The Hustle","Jay Z",7
"1996-11-23",9,1774,"Loungin","LL Cool J",1
"1996-11-23",10,3338,"You Could Be My Boo","The Almighty RSO",10
"1996-11-23",11,3175,"What's Love Got To Do With It (From Supercop)","Warren G",5
"1996-11-23",12,781,"Elevators (Me & You)","OutKast",1
"1996-11-23",14,1004,"Get Ready, Here It Comes (It's The Choo-Choo)","Southsyde B.O.I.Z.",10
"1996-11-23",16,132,"All I See","A+",6
"1996-11-23",17,3303,"Wu-Wear: The Garment Renaissance (From High School High)","RZA Feat. Method Man & Cappadonna",6
"1996-11-23",18,617,"Da' Dip","Freak Nasty",4
"1996-11-16",1,2034,"No Time","Lil' Kim",1
"1996-11-16",2,2656,"Street Dreams","Nas",1
"1996-11-16",3,2224,"Po Pimp","Do Or Die (",1
"1996-11-16",4,391,"Bow Down","Westside Connection",1
"1996-11-16",5,2535,"Sittin' On Top Of The World","Da Brat",2
"1996-11-16",6,1934,"Music Makes Me High","Lost Boyz",5
"1996-11-16",7,1264,"How Do U Want It/California Love","2Pac",1
"1996-11-16",8,480,"Can't Knock The Hustle","Jay Z",7
"1996-11-16",9,1774,"Loungin","LL Cool J",1
"1996-11-16",10,3175,"What's Love Got To Do With It (From Supercop)","Warren G",5
"1996-11-16",12,1004,"Get Ready, Here It Comes (It's The Choo-Choo)","Southsyde B.O.I.Z.",10
"1996-11-16",13,132,"All I See","A+",6
"1996-11-16",14,781,"Elevators (Me & You)","OutKast",1
"1996-11-16",17,3303,"Wu-Wear: The Garment Renaissance (From High School High)","RZA Feat. Method Man & Cappadonna",6
"1996-11-16",18,3338,"You Could Be My Boo","The Almighty RSO",10
"1996-11-16",20,617,"Da' Dip","Freak Nasty",4
"1996-11-09",1,2656,"Street Dreams","Nas",1
"1996-11-09",2,2535,"Sittin' On Top Of The World","Da Brat",2
"1996-11-09",3,2224,"Po Pimp","Do Or Die (",1
"1996-11-09",4,2034,"No Time","Lil' Kim",1
"1996-11-09",5,391,"Bow Down","Westside Connection",1
"1996-11-09",6,1934,"Music Makes Me High","Lost Boyz",5
"1996-11-09",7,1264,"How Do U Want It/California Love","2Pac",1
"1996-11-09",8,480,"Can't Knock The Hustle","Jay Z",7
"1996-11-09",9,1774,"Loungin","LL Cool J",1
"1996-11-09",10,3175,"What's Love Got To Do With It (From Supercop)","Warren G",5
"1996-11-09",11,781,"Elevators (Me & You)","OutKast",1
"1996-11-09",12,617,"Da' Dip","Freak Nasty",4
"1996-11-09",13,1004,"Get Ready, Here It Comes (It's The Choo-Choo)","Southsyde B.O.I.Z.",10
"1996-11-09",14,132,"All I See","A+",6
"1996-11-09",17,3303,"Wu-Wear: The Garment Renaissance (From High School High)","RZA Feat. Method Man & Cappadonna",6
"1996-11-09",18,456,"C'Mon N' Ride It (The Train)","Quad City DJ's",4
"1996-11-02",1,391,"Bow Down","Westside Connection",1
"1996-11-02",2,2224,"Po Pimp","Do Or Die (",1
"1996-11-02",3,2535,"Sittin' On Top Of The World","Da Brat",2
"1996-11-02",4,1264,"How Do U Want It/California Love","2Pac",1
"1996-11-02",5,1934,"Music Makes Me High","Lost Boyz",5
"1996-11-02",6,1774,"Loungin","LL Cool J",1
"1996-11-02",7,480,"Can't Knock The Hustle","Jay Z",7
"1996-11-02",8,3175,"What's Love Got To Do With It (From Supercop)","Warren G",5
"1996-11-02",9,781,"Elevators (Me & You)","OutKast",1
"1996-11-02",10,132,"All I See","A+",6
"1996-11-02",11,3303,"Wu-Wear: The Garment Renaissance (From High School High)","RZA Feat. Method Man & Cappadonna",6
"1996-11-02",12,2034,"No Time","Lil' Kim",1
"1996-11-02",14,456,"C'Mon N' Ride It (The Train)","Quad City DJ's",4
"1996-11-02",15,1004,"Get Ready, Here It Comes (It's The Choo-Choo)","Southsyde B.O.I.Z.",10
"1996-11-02",18,617,"Da' Dip","Freak Nasty",4
"1996-10-26",1,2224,"Po Pimp","Do Or Die (",1
"1996-10-26",2,391,"Bow Down","Westside Connection",1
"1996-10-26",3,1264,"How Do U Want It/California Love","2Pac",1
"1996-10-26",4,2535,"Sittin' On Top Of The World","Da Brat",2
"1996-10-26",5,1934,"Music Makes Me High","Lost Boyz",5
"1996-10-26",6,1774,"Loungin","LL Cool J",1
"1996-10-26",7,3175,"What's Love Got To Do With It (From Supercop)","Warren G",5
"1996-10-26",8,781,"Elevators (Me & You)","OutKast",1
"1996-10-26",9,480,"Can't Knock The Hustle","Jay Z",7
"1996-10-26",10,456,"C'Mon N' Ride It (The Train)","Quad City DJ's",4
"1996-10-26",11,3303,"Wu-Wear: The Garment Renaissance (From High School High)","RZA Feat. Method Man & Cappadonna",6
"1996-10-26",13,132,"All I See","A+",6
"1996-10-26",14,1004,"Get Ready, Here It Comes (It's The Choo-Choo)","Southsyde B.O.I.Z.",10
"1996-10-26",15,2034,"No Time","Lil' Kim",1
"1996-10-26",17,2753,"Tha Crossroads","Bone Thugs-N-Harmony",1
"1996-10-26",18,674,"Dirty South","Goodie Mob",8
"1996-10-19",1,391,"Bow Down","Westside Connection",1
"1996-10-19",2,2224,"Po Pimp","Do Or Die (",1
"1996-10-19",3,2535,"Sittin' On Top Of The World","Da Brat",2
"1996-10-19",4,1264,"How Do U Want It/California Love","2Pac",1
"1996-10-19",5,1934,"Music Makes Me High","Lost Boyz",5
"1996-10-19",6,1774,"Loungin","LL Cool J",1
"1996-10-19",7,3175,"What's Love Got To Do With It (From Supercop)","Warren G",5
"1996-10-19",8,781,"Elevators (Me & You)","OutKast",1
"1996-10-19",9,480,"Can't Knock The Hustle","Jay Z",7
"1996-10-19",10,456,"C'Mon N' Ride It (The Train)","Quad City DJ's",4
"1996-10-19",11,132,"All I See","A+",6
"1996-10-19",12,3303,"Wu-Wear: The Garment Renaissance (From High School High)","RZA Feat. Method Man & Cappadonna",6
"1996-10-19",14,1004,"Get Ready, Here It Comes (It's The Choo-Choo)","Southsyde B.O.I.Z.",10
"1996-10-19",15,2034,"No Time","Lil' Kim",1
"1996-10-19",16,674,"Dirty South","Goodie Mob",8
"1996-10-19",19,1023,"Gettin' It","Too Short Feat. Parliament Funkadelic",9
"1996-10-12",1,391,"Bow Down","Westside Connection",1
"1996-10-12",2,1264,"How Do U Want It/California Love","2Pac",1
"1996-10-12",3,2535,"Sittin' On Top Of The World","Da Brat",2
"1996-10-12",4,2224,"Po Pimp","Do Or Die (",1
"1996-10-12",5,1774,"Loungin","LL Cool J",1
"1996-10-12",6,1934,"Music Makes Me High","Lost Boyz",5
"1996-10-12",7,3175,"What's Love Got To Do With It (From Supercop)","Warren G",5
"1996-10-12",8,781,"Elevators (Me & You)","OutKast",1
"1996-10-12",9,132,"All I See","A+",6
"1996-10-12",10,456,"C'Mon N' Ride It (The Train)","Quad City DJ's",4
"1996-10-12",11,480,"Can't Knock The Hustle","Jay Z",7
"1996-10-12",12,3303,"Wu-Wear: The Garment Renaissance (From High School High)","RZA Feat. Method Man & Cappadonna",6
"1996-10-12",13,1004,"Get Ready, Here It Comes (It's The Choo-Choo)","Southsyde B.O.I.Z.",10
"1996-10-12",16,674,"Dirty South","Goodie Mob",8
"1996-10-12",19,1023,"Gettin' It","Too Short Feat. Parliament Funkadelic",9
"1996-10-12",20,2151,"Paparazzi","Xzibit",9
"1996-10-05",1,1264,"How Do U Want It/California Love","2Pac",1
"1996-10-05",2,391,"Bow Down","Westside Connection",1
"1996-10-05",3,2224,"Po Pimp","Do Or Die (",1
"1996-10-05",4,1774,"Loungin","LL Cool J",1
"1996-10-05",5,3175,"What's Love Got To Do With It (From Supercop)","Warren G",5
"1996-10-05",6,781,"Elevators (Me & You)","OutKast",1
"1996-10-05",7,456,"C'Mon N' Ride It (The Train)","Quad City DJ's",4
"1996-10-05",8,1934,"Music Makes Me High","Lost Boyz",5
"1996-10-05",9,132,"All I See","A+",6
"1996-10-05",10,480,"Can't Knock The Hustle","Jay Z",7
"1996-10-05",11,3303,"Wu-Wear: The Garment Renaissance (From High School High)","RZA Feat. Method Man & Cappadonna",6
"1996-10-05",14,1004,"Get Ready, Here It Comes (It's The Choo-Choo)","Southsyde B.O.I.Z.",10
"1996-10-05",15,2151,"Paparazzi","Xzibit",9
"1996-10-05",17,1023,"Gettin' It","Too Short Feat. Parliament Funkadelic",9
"1996-10-05",18,674,"Dirty South","Goodie Mob",8
"1996-09-28",1,1264,"How Do U Want It/California Love","2Pac",1
"1996-09-28",2,2224,"Po Pimp","Do Or Die (",1
"1996-09-28",3,1774,"Loungin","LL Cool J",1
"1996-09-28",4,391,"Bow Down","Westside Connection",1
"1996-09-28",5,781,"Elevators (Me & You)","OutKast",1
"1996-09-28",6,456,"C'Mon N' Ride It (The Train)","Quad City DJ's",4
"1996-09-28",7,3175,"What's Love Got To Do With It (From Supercop)","Warren G",5
"1996-09-28",8,480,"Can't Knock The Hustle","Jay Z",7
"1996-09-28",9,132,"All I See","A+",6
"1996-09-28",10,3303,"Wu-Wear: The Garment Renaissance (From High School High)","RZA Feat. Method Man & Cappadonna",6
"1996-09-28",11,674,"Dirty South","Goodie Mob",8
"1996-09-28",12,1004,"Get Ready, Here It Comes (It's The Choo-Choo)","Southsyde B.O.I.Z.",10
"1996-09-28",13,2151,"Paparazzi","Xzibit",9
"1996-09-28",17,1515,"It's A Party","Busta Rhymes",7
"1996-09-28",18,1023,"Gettin' It","Too Short Feat. Parliament Funkadelic",9
"1996-09-21",1,1774,"Loungin","LL Cool J",1
"1996-09-21",2,2224,"Po Pimp","Do Or Die (",1
"1996-09-21",3,781,"Elevators (Me & You)","OutKast",1
"1996-09-21",4,456,"C'Mon N' Ride It (The Train)","Quad City DJ's",4
"1996-09-21",5,1264,"How Do U Want It/California Love","2Pac",1
"1996-09-21",6,132,"All I See","A+",6
"1996-09-21",7,3303,"Wu-Wear: The Garment Renaissance (From High School High)","RZA Feat. Method Man & Cappadonna",6
"1996-09-21",8,480,"Can't Knock The Hustle","Jay Z",7
"1996-09-21",9,674,"Dirty South","Goodie Mob",8
"1996-09-21",10,3175,"What's Love Got To Do With It (From Supercop)","Warren G",5
"1996-09-21",12,1023,"Gettin' It","Too Short Feat. Parliament Funkadelic",9
"1996-09-21",13,1004,"Get Ready, Here It Comes (It's The Choo-Choo)","Southsyde B.O.I.Z.",10
"1996-09-21",14,2151,"Paparazzi","Xzibit",9
"1996-09-21",15,1515,"It's A Party","Busta Rhymes",7
"1996-09-21",17,1168,"Hay","Crucial Conflict",2
"1996-09-21",19,106,"Ain't No Nigga/Dead Presidents","Jay-Z",4
"1996-09-21",20,391,"Bow Down","Westside Connection",1
"1996-09-14",1,1774,"Loungin","LL Cool J",1
"1996-09-14",2,2224,"Po Pimp","Do Or Die (",1
"1996-09-14",3,781,"Elevators (Me & You)","OutKast",1
"1996-09-14",4,1264,"How Do U Want It/California Love","2Pac",1
"1996-09-14",5,456,"C'Mon N' Ride It (The Train)","Quad City DJ's",4
"1996-09-14",6,132,"All I See","A+",6
"1996-09-14",7,3303,"Wu-Wear: The Garment Renaissance (From High School High)","RZA Feat. Method Man & Cappadonna",6
"1996-09-14",8,674,"Dirty South","Goodie Mob",8
"1996-09-14",9,480,"Can't Knock The Hustle","Jay Z",7
"1996-09-14",10,1004,"Get Ready, Here It Comes (It's The Choo-Choo)","Southsyde B.O.I.Z.",10
"1996-09-14",11,1515,"It's A Party","Busta Rhymes",7
"1996-09-14",12,1023,"Gettin' It","Too Short Feat. Parliament Funkadelic",9
"1996-09-14",13,1168,"Hay","Crucial Conflict",2
"1996-09-14",14,2151,"Paparazzi","Xzibit",9
"1996-09-14",18,106,"Ain't No Nigga/Dead Presidents","Jay-Z",4
"1996-09-14",19,2753,"Tha Crossroads","Bone Thugs-N-Harmony",1
"1996-09-14",20,998,"Get Money","Junior M.A.F.I.A.",1
"1996-09-07",1,1774,"Loungin","LL Cool J",1
"1996-09-07",2,781,"Elevators (Me & You)","OutKast",1
"1996-09-07",3,2224,"Po Pimp","Do Or Die (",1
"1996-09-07",4,1264,"How Do U Want It/California Love","2Pac",1
"1996-09-07",5,456,"C'Mon N' Ride It (The Train)","Quad City DJ's",4
"1996-09-07",6,3303,"Wu-Wear: The Garment Renaissance (From High School High)","RZA Feat. Method Man & Cappadonna",6
"1996-09-07",7,132,"All I See","A+",6
"1996-09-07",8,674,"Dirty South","Goodie Mob",8
"1996-09-07",9,1023,"Gettin' It","Too Short Feat. Parliament Funkadelic",9
"1996-09-07",10,1515,"It's A Party","Busta Rhymes",7
"1996-09-07",12,1168,"Hay","Crucial Conflict",2
"1996-09-07",13,1004,"Get Ready, Here It Comes (It's The Choo-Choo)","Southsyde B.O.I.Z.",10
"1996-09-07",15,2151,"Paparazzi","Xzibit",9
"1996-09-07",17,106,"Ain't No Nigga/Dead Presidents","Jay-Z",4
"1996-09-07",19,998,"Get Money","Junior M.A.F.I.A.",1
"1996-08-31",1,1774,"Loungin","LL Cool J",1
"1996-08-31",2,781,"Elevators (Me & You)","OutKast",1
"1996-08-31",3,1264,"How Do U Want It/California Love","2Pac",1
"1996-08-31",4,2224,"Po Pimp","Do Or Die (",1
"1996-08-31",5,456,"C'Mon N' Ride It (The Train)","Quad City DJ's",4
"1996-08-31",6,3303,"Wu-Wear: The Garment Renaissance (From High School High)","RZA Feat. Method Man & Cappadonna",6
"1996-08-31",7,132,"All I See","A+",6
"1996-08-31",8,674,"Dirty South","Goodie Mob",8
"1996-08-31",9,1168,"Hay","Crucial Conflict",2
"1996-08-31",10,1515,"It's A Party","Busta Rhymes",7
